{
debugQuery: { },
pageNumbers: 76,
scoreJsonStr: "{"_DY_price":"648.000000","mainCommodityId_1":"0","vendorType_1":"14180219187711517570","vendor_Id_1":"2377078730079019073","short_brand_Id_1":"17992768374742814825","isKAcomoodity":"1","totalCount":"20.000000","countOfarticle":"7730","praiseRate":"99.000000","goodsQualityScore":"0.001070","shopQualityScore":"0.658490","sortArea":"0","saleStatus":"1","productType":"0","articleCount":"7730","categoryId":"244006","goodQualityScore":"0.000940","totalScore":"3975.657471","fwqScore":"0.301187","bqScore":"0.992600","idsWeight":"0.000000","userTag":"0.000000","attrScore":"0.000000","rankLevel":"1","sortArea":"0","issScore":"1","productType":"0","articleCount":"7730","categoryId":"244006","qHit":"1","cqHas":"1","cqHit":"1","idsHit":"0","accurateQuery":"0","accurateQueryHit":"0","humanScore":"0.000000","preciseScore":"0.000000","feedbackScore":"0.000000","articleCountScore":"0.660336","goodQualityScore":"0.000940","shopQualityScore":"0.658490","goodAppQualityScore":"0.001680","goodConQualityScore":"0.898000","zeroArticleDownScore":"0.000000","blackDownScore":"0.000000","keywordDownScore":"0.000000","shopDownScore":"0.000000","mbdBaseScore":"0.000000","mbdWeightScore":"0.000000","promotion_baseScore":"1.000000","promotion_weightScore":"0.000000","big_promotion_baseScore":"0.000000","big_promotion_weightScore":"0.000000","good_baseScore":"0.000000","good_weightScore":"0.000000","price_baseScore":"0.000000","price_weightScore":"0.000000","shop_baseScore":"0.000000","shop_weightScore":"0.000000","category_baseScore":"0.000000","category_weightScore":"0.000000","brand_baseScore":"0.000000","brand_weightScore":"0.000000","cc_baseScore":"0.000000","cc_weightScore":"0.000000","swl_baseScore":"0.000000","swl_weightScore":"0.000000","jcqk":"1.000000","jcjq":"1.000000","jch":"1.000000","jcm":"1.000000","jcl":"1.000000","rrh":"1.000000","rrm":"1.000000","rrl":"1.000000","snss":"0.300000","fp":"1.000000","sncp":"0.000000","catalogScore":"0.000000","provinceSalesScore":"0.000000","monthSalesScore":"0.066346","gendarScore":"0.000000","preciseArea":"0"}",
extenalFileds: {
mdmGroupId: "R0401002",
picVersion: "2007",
auxdescription: "【限时抢购 满500-50元 领券再下单 晒图返现10元 到手价598元】",
ZYLY: "0",
shopDomain: "{"appUrl":"http://mqs.m.suning.com/10117579.html","wapUrl":"http://mqs.m.suning.com/10117579.html","wapEndTime":"1510502340000","appStartTime":"1508512500000","wapStartTime":"1508512500000","end":"1510502340000","pcUrl":"http://qs.suning.com/10117578.html","appEndTime":"1510502340000","begin":"1508512500000"}",
appAttrTitle: [
"一键洗涤",
"风干内筒",
"不锈钢桶"
],
attrShow: [
{
attrAppValue: "6-6.9kg",
attrId: "solr_101661_attrId",
attrName: "容量",
attrValue: "6-6.9kg",
attrValueId: "1199979",
sort: "39.0"
},
{
attrAppValue: "非变频",
attrId: "solr_54440_attrId",
attrName: "变频",
attrValue: "非变频",
attrValueId: "795658",
sort: "30.0"
},
{
attrAppValue: "下排水",
attrId: "solr_54796_attrId",
attrName: "排水方式",
attrValue: "下排水",
attrValueId: "138701",
sort: "25.0"
}
],
specificUrl: "http://mideagexin.suning.com",
paramValue: "XQB65-6588",
goodType: "Z001",
commentShow: "7700+"
},
saleStatus: 0
},
{
partnumberVendorId: "177563510_0070162819",
vendorId: "0070162819",
vendorName: "格欣电器专营店",
inventory: "0",
auxdescription: "【镇店之宝 满500-50元 领券再下单 晒图返现10元 到手598元】",
brandId: "0000232Z4",
brandName: "长虹红太阳",
catentdesc: "长虹红太阳 XQB65-6568 6.5公斤洗衣机全自动 家用宿舍迷你小型波轮洗衣机风干节能包邮",
catentryId: "",
countOfarticle: "7730",
partnumber: "177563510",
price: "648.0",
threeGroupId: "244006",
threeGroupName: "洗衣机",
contractInfos: "",
praiseRate: "99.000000",
suningSale: false,
areaNo: "0",
scoreJsonStr: "{"_DY_price":"648.000000","mainCommodityId_1":"0","vendorType_1":"14180219187711517570","vendor_Id_1":"2377078730079019073","short_brand_Id_1":"17992768374742814825","isKAcomoodity":"1","totalCount":"11.000000","countOfarticle":"7730","praiseRate":"99.000000","goodsQualityScore":"0.001060","shopQualityScore":"0.658490","sortArea":"0","saleStatus":"1","productType":"0","articleCount":"7730","categoryId":"244006","goodQualityScore":"0.000840","totalScore":"3975.657471","fwqScore":"0.301187","bqScore":"0.992600","idsWeight":"0.000000","userTag":"0.000000","attrScore":"0.000000","rankLevel":"1","sortArea":"0","issScore":"1","productType":"0","articleCount":"7730","categoryId":"244006","qHit":"1","cqHas":"1","cqHit":"1","idsHit":"0","accurateQuery":"0","accurateQueryHit":"0","humanScore":"0.000000","preciseScore":"0.000000","feedbackScore":"0.000000","articleCountScore":"0.660336","goodQualityScore":"0.000840","shopQualityScore":"0.658490","goodAppQualityScore":"0.001300","goodConQualityScore":"0.886000","zeroArticleDownScore":"0.000000","blackDownScore":"0.000000","keywordDownScore":"0.000000","shopDownScore":"0.000000","mbdBaseScore":"0.000000","mbdWeightScore":"0.000000","promotion_baseScore":"1.000000","promotion_weightScore":"0.000000","big_promotion_baseScore":"0.000000","big_promotion_weightScore":"0.000000","good_baseScore":"0.000000","good_weightScore":"0.000000","price_baseScore":"0.000000","price_weightScore":"0.000000","shop_baseScore":"0.000000","shop_weightScore":"0.000000","category_baseScore":"0.000000","category_weightScore":"0.000000","brand_baseScore":"0.000000","brand_weightScore":"0.000000","cc_baseScore":"0.000000","cc_weightScore":"0.000000","swl_baseScore":"0.000000","swl_weightScore":"0.000000","jcqk":"1.000000","jcjq":"1.000000","jch":"1.000000","jcm":"1.000000","jcl":"1.000000","rrh":"1.000000","rrm":"1.000000","rrl":"1.000000","snss":"0.300000","fp":"1.000000","sncp":"0.000000","catalogScore":"0.000000","provinceSalesScore":"0.000000","monthSalesScore":"0.006068","gendarScore":"0.000000","preciseArea":"0"}",
extenalFileds: {
mdmGroupId: "R0401002",
picVersion: "2005",
auxdescription: "【镇店之宝 满500-50元 领券再下单 晒图返现10元 到手598元】",
ZYLY: "0",
shopDomain: "{"appUrl":"http://mqs.m.suning.com/10117579.html","wapUrl":"http://mqs.m.suning.com/10117579.html","wapEndTime":"1510502340000","appStartTime":"1508512500000","wapStartTime":"1508512500000","end":"1510502340000","pcUrl":"http://qs.suning.com/10117578.html","appEndTime":"1510502340000","begin":"1508512500000"}",
appAttrTitle: [
"一键洗涤",
"风干内筒",
"不锈钢桶"
],
attrShow: [
{
attrAppValue: "6-6.9kg",
attrId: "solr_101661_attrId",
attrName: "容量",
attrValue: "6-6.9kg",
attrValueId: "1199979",
sort: "39.0"
},
{
attrAppValue: "非变频",
attrId: "solr_54440_attrId",
attrName: "变频",
attrValue: "非变频",
attrValueId: "795658",
sort: "30.0"
},
{
attrAppValue: "下排水",
attrId: "solr_54796_attrId",
attrName: "排水方式",
attrValue: "下排水",
attrValueId: "138701",
sort: "25.0"
}
],
specificUrl: "http://mideagexin.suning.com",
paramValue: "XQB65-6568",
goodType: "Z001",
commentShow: "7700+"
},
saleStatus: 0
},
{
partnumberVendorId: "10574172441_0070162819",
vendorId: "0070162819",
vendorName: "格欣电器专营店",
inventory: "0",
auxdescription: "【手机下单648元 晒图返现10元 到手价638元】全自动洗衣机，安全童锁，桶自洁功能！",
brandId: "0000232Z4",
brandName: "长虹红太阳",
catentdesc: "长虹 红太阳XQB72-2958 7.2KG 大容量家用波轮洗衣机全自动 迷你小型宿舍用 甩干桶风干筒自洁功能",
catentryId: "",
countOfarticle: "0",
partnumber: "10574172441",
price: "648.0",
threeGroupId: "244006",
threeGroupName: "洗衣机",
contractInfos: "",
praiseRate: "0.000000",
suningSale: false,
areaNo: "0",
scoreJsonStr: "{"_DY_price":"648.000000","mainCommodityId_1":"0","vendorType_1":"14180219187711517570","vendor_Id_1":"2377078730079019073","short_brand_Id_1":"17992768374742814825","isKAcomoodity":"1","totalCount":"1.000000","countOfarticle":"0","praiseRate":"0.000000","goodsQualityScore":"0.000040","shopQualityScore":"0.658490","sortArea":"0","saleStatus":"1","productType":"0","articleCount":"0","categoryId":"244006","goodQualityScore":"0.000020","totalScore":"3975.657471","fwqScore":"0.301187","bqScore":"0.992600","idsWeight":"0.000000","userTag":"0.000000","attrScore":"0.000000","rankLevel":"1","sortArea":"0","issScore":"1","productType":"0","articleCount":"0","categoryId":"244006","qHit":"1","cqHas":"1","cqHit":"1","idsHit":"0","accurateQuery":"0","accurateQueryHit":"0","humanScore":"0.000000","preciseScore":"0.000000","feedbackScore":"0.000000","articleCountScore":"0.000000","goodQualityScore":"0.000020","shopQualityScore":"0.658490","goodAppQualityScore":"0.000000","goodConQualityScore":"0.840000","zeroArticleDownScore":"0.000000","blackDownScore":"0.000000","keywordDownScore":"0.000000","shopDownScore":"0.000000","mbdBaseScore":"0.000000","mbdWeightScore":"0.000000","promotion_baseScore":"0.000000","promotion_weightScore":"0.000000","big_promotion_baseScore":"0.000000","big_promotion_weightScore":"0.000000","good_baseScore":"0.000000","good_weightScore":"0.000000","price_baseScore":"0.000000","price_weightScore":"0.000000","shop_baseScore":"0.000000","shop_weightScore":"0.000000","category_baseScore":"0.000000","category_weightScore":"0.000000","brand_baseScore":"0.000000","brand_weightScore":"0.000000","cc_baseScore":"0.000000","cc_weightScore":"0.000000","swl_baseScore":"0.000000","swl_weightScore":"0.000000","jcqk":"1.000000","jcjq":"1.000000","jch":"1.000000","jcm":"1.000000","jcl":"1.000000","rrh":"1.000000","rrm":"1.000000","rrl":"1.000000","snss":"0.300000","fp":"1.000000","sncp":"0.000000","catalogScore":"0.000000","provinceSalesScore":"0.000000","monthSalesScore":"0.000000","gendarScore":"0.000000","preciseArea":"0"}",
extenalFileds: {
subInfos: "{"10574172441":{"url":"/uimg1/b2c/image/DZllcn_8xf22svfcKknZVw==.jpg"}}",
mdmGroupId: "R0401002",
picVersion: "2002",
auxdescription: "【手机下单648元 晒图返现10元 到手价638元】全自动洗衣机，安全童锁，桶自洁功能！",
ZYLY: "0",
shopDomain: "{"appUrl":"http://mqs.m.suning.com/10117579.html","wapUrl":"http://mqs.m.suning.com/10117579.html","wapEndTime":"1510502340000","appStartTime":"1508512500000","wapStartTime":"1508512500000","end":"1510502340000","pcUrl":"http://qs.suning.com/10117578.html","appEndTime":"1510502340000","begin":"1508512500000"}",
attrShow: [
{
attrAppValue: "7-7.9kg",
attrId: "solr_101661_attrId",
attrName: "容量",
attrValue: "7-7.9kg",
attrValueId: "1199977",
sort: "39.0"
},
{
attrAppValue: "非变频",
attrId: "solr_54440_attrId",
attrName: "变频",
attrValue: "非变频",
attrValueId: "795658",
sort: "30.0"
},
{
attrAppValue: "下排水",
attrId: "solr_54796_attrId",
attrName: "排水方式",
attrValue: "下排水",
attrValueId: "138701",
sort: "25.0"
}
],
specificUrl: "http://mideagexin.suning.com",
paramValue: "XQB72-2958",
goodType: "Z001",
commentShow: "0"
},
saleStatus: 0
},
{
partnumberVendorId: "10107721401_0070078001",
vendorId: "0070078001",
vendorName: "松岛电器专营店",
inventory: "0",
auxdescription: "带风干功能！洁桶技术！8大智能洗涤功能！不锈钢内筒！",
brandId: "000020280",
brandName: "澳柯玛(AUCMA)",
catentdesc: "澳柯玛(AUCMA) XQB55-8918 5.5公斤全自动波轮洗衣机 家用洗衣容量 桶风干自洁",
catentryId: "",
countOfarticle: "1",
partnumber: "10107721401",
price: "648.0",
threeGroupId: "244006",
threeGroupName: "洗衣机",
contractInfos: "",
praiseRate: "100.000000",
suningSale: false,
areaNo: "0",
scoreJsonStr: "{"_DY_price":"648.000000","mainCommodityId_1":"0","vendorType_1":"14180219187711517570","vendor_Id_1":"7517479669356040914","short_brand_Id_1":"13437729011210147851","isKAcomoodity":"1","totalCount":"3.000000","countOfarticle":"1","praiseRate":"100.000000","goodsQualityScore":"0.000070","shopQualityScore":"0.797730","sortArea":"0","saleStatus":"1","productType":"0","articleCount":"1","categoryId":"244006","goodQualityScore":"0.000050","totalScore":"3975.657471","fwqScore":"0.301187","bqScore":"0.992600","idsWeight":"0.000000","userTag":"0.000000","attrScore":"0.000000","rankLevel":"1","sortArea":"0","issScore":"1","productType":"0","articleCount":"1","categoryId":"244006","qHit":"1","cqHas":"1","cqHit":"1","idsHit":"0","accurateQuery":"0","accurateQueryHit":"0","humanScore":"0.000000","preciseScore":"0.000000","feedbackScore":"0.000000","articleCountScore":"0.000000","goodQualityScore":"0.000050","shopQualityScore":"0.797730","goodAppQualityScore":"0.000000","goodConQualityScore":"0.844000","zeroArticleDownScore":"0.000000","blackDownScore":"0.000000","keywordDownScore":"0.000000","shopDownScore":"0.000000","mbdBaseScore":"0.000000","mbdWeightScore":"0.000000","promotion_baseScore":"1.000000","promotion_weightScore":"0.000000","big_promotion_baseScore":"0.000000","big_promotion_weightScore":"0.000000","good_baseScore":"0.000000","good_weightScore":"0.000000","price_baseScore":"0.000000","price_weightScore":"0.000000","shop_baseScore":"0.000000","shop_weightScore":"0.000000","category_baseScore":"0.000000","category_weightScore":"0.000000","brand_baseScore":"0.000000","brand_weightScore":"0.000000","cc_baseScore":"0.000000","cc_weightScore":"0.000000","swl_baseScore":"0.000000","swl_weightScore":"0.000000","jcqk":"1.000000","jcjq":"1.000000","jch":"1.000000","jcm":"1.000000","jcl":"1.000000","rrh":"1.000000","rrm":"1.000000","rrl":"1.000000","snss":"0.300000","fp":"1.000000","sncp":"0.000000","catalogScore":"0.000000","provinceSalesScore":"0.000000","monthSalesScore":"0.000000","gendarScore":"0.000000","preciseArea":"0"}",
extenalFileds: {
subInfos: "{"10107721401":{"url":"/uimg1/b2c/image/zXPm9mOX-OfGGplRN7e2Ow==.jpg"}}",
mdmGroupId: "R0401002",
picVersion: "2003",
auxdescription: "带风干功能！洁桶技术！8大智能洗涤功能！不锈钢内筒！",
ZYLY: "0",
shopDomain: "{"wapUrl":"http://mqs.m.suning.com/10112869.html","appEndTime":"1510502340000","wapEndTime":"1510502340000","pcUrl":"http://qs.suning.com/10112868.html","appStartTime":"1508512500000","appUrl":"http://mqs.m.suning.com/10112869.html","end":"1510502340000","begin":"1508512500000","wapStartTime":"1508512500000"}",
appAttrTitle: [
"租房优选",
"风干功能",
"风干自洁"
],
attrShow: [
{
attrAppValue: "4-5.9kg",
attrId: "solr_101661_attrId",
attrName: "容量",
attrValue: "4-5.9kg",
attrValueId: "1199976",
sort: "39.0"
},
{
attrAppValue: "非变频",
attrId: "solr_54440_attrId",
attrName: "变频",
attrValue: "非变频",
attrValueId: "795658",
sort: "30.0"
},
{
attrAppValue: "下排水",
attrId: "solr_54796_attrId",
attrName: "排水方式",
attrValue: "下排水",
attrValueId: "138701",
sort: "25.0"
}
],
specificUrl: "http://songdao.suning.com",
paramValue: "XQB55-8918",
goodType: "Z001",
commentShow: "1"
},
saleStatus: 0
},
{
partnumberVendorId: "10574172441_0070078001",
vendorId: "0070078001",
vendorName: "松岛电器专营店",
inventory: "0",
auxdescription: "【手机下单648元 晒图返现10元 到手价638元】全自动波轮洗衣机，桶自洁技术。",
brandId: "0000232Z4",
brandName: "长虹红太阳",
catentdesc: "长虹 红太阳XQB72-2958 7.2KG 大容量家用波轮洗衣机全自动 迷你小型宿舍用 甩干桶风干筒自洁功能",
catentryId: "",
countOfarticle: "27053",
partnumber: "10574172441",
price: "648.0",
threeGroupId: "244006",
threeGroupName: "洗衣机",
contractInfos: "",
praiseRate: "99.000000",
suningSale: false,
areaNo: "0",
scoreJsonStr: "{"_DY_price":"648.000000","mainCommodityId_1":"0","vendorType_1":"14180219187711517570","vendor_Id_1":"7517479669356040914","short_brand_Id_1":"17992768374742814825","isKAcomoodity":"1","totalCount":"8.000000","countOfarticle":"27053","praiseRate":"99.000000","goodsQualityScore":"0.000270","shopQualityScore":"0.797730","sortArea":"0","saleStatus":"1","productType":"0","articleCount":"27053","categoryId":"244006","goodQualityScore":"0.000210","totalScore":"3975.657471","fwqScore":"0.301187","bqScore":"0.992600","idsWeight":"0.000000","userTag":"0.000000","attrScore":"0.000000","rankLevel":"1","sortArea":"0","issScore":"1","productType":"0","articleCount":"27053","categoryId":"244006","qHit":"1","cqHas":"1","cqHit":"1","idsHit":"0","accurateQuery":"0","accurateQueryHit":"0","humanScore":"0.000000","preciseScore":"0.000000","feedbackScore":"0.000000","articleCountScore":"0.689065","goodQualityScore":"0.000210","shopQualityScore":"0.797730","goodAppQualityScore":"0.000500","goodConQualityScore":"0.840000","zeroArticleDownScore":"0.000000","blackDownScore":"0.000000","keywordDownScore":"0.000000","shopDownScore":"0.000000","mbdBaseScore":"0.000000","mbdWeightScore":"0.000000","promotion_baseScore":"0.000000","promotion_weightScore":"0.000000","big_promotion_baseScore":"0.000000","big_promotion_weightScore":"0.000000","good_baseScore":"0.000000","good_weightScore":"0.000000","price_baseScore":"0.000000","price_weightScore":"0.000000","shop_baseScore":"0.000000","shop_weightScore":"0.000000","category_baseScore":"0.000000","category_weightScore":"0.000000","brand_baseScore":"0.000000","brand_weightScore":"0.000000","cc_baseScore":"0.000000","cc_weightScore":"0.000000","swl_baseScore":"0.000000","swl_weightScore":"0.000000","jcqk":"1.000000","jcjq":"1.000000","jch":"1.000000","jcm":"1.000000","jcl":"1.000000","rrh":"1.000000","rrm":"1.000000","rrl":"1.000000","snss":"0.300000","fp":"1.000000","sncp":"0.000000","catalogScore":"0.000000","provinceSalesScore":"0.000000","monthSalesScore":"0.000000","gendarScore":"0.000000","preciseArea":"0"}",
extenalFileds: {
subInfos: "{"10574172441":{"url":"/uimg1/b2c/image/rC0vimLou_kbfUezmkOmtg==.jpg"}}",
mdmGroupId: "R0401002",
picVersion: "2002",
auxdescription: "【手机下单648元 晒图返现10元 到手价638元】全自动波轮洗衣机，桶自洁技术。",
ZYLY: "0",
shopDomain: "{"wapUrl":"http://mqs.m.suning.com/10112869.html","appEndTime":"1510502340000","wapEndTime":"1510502340000","pcUrl":"http://qs.suning.com/10112868.html","appStartTime":"1508512500000","appUrl":"http://mqs.m.suning.com/10112869.html","end":"1510502340000","begin":"1508512500000","wapStartTime":"1508512500000"}",
